CN,eval_period,LAT,LON,STDAGE,v4_class,v5_class,v5_total,potapov_rh95,hagan_value
721819820290487,2019-2023,44.34058,-69.33722,71,Not LSOG,Not LSOG,4,21,-1
721819821290487,2019-2023,44.34472,-69.50708,25,Not LSOG,Not LSOG,1,16,-1
721819823290487,2019-2023,44.12594,-69.5234,60,Not LSOG,Not LSOG,2,14,-1
721819824290487,2019-2023,43.9083,-69.67561,80,Not LSOG,Not LSOG,4,20,-1
721819826290487,2019-2023,43.7657,-69.81068,60,Not LSOG,Not LSOG,1,14,-1
721819827290487,2019-2023,45.65948,-68.24093,25,Not LSOG,Not LSOG,1,15,15
721819828290487,2019-2023,45.54319,-68.2987,30,Not LSOG,Not LSOG,3,19,15
721819829290487,2019-2023,45.60511,-68.47807,90,Not LSOG,Not LSOG,2,16,15
721819830290487,2019-2023,45.4026,-68.42331,56,Not LSOG,Not LSOG,3,18,15
721819831290487,2019-2023,45.37105,-68.46969,98,Transitioning LS,Not LSOG,4,14,15
721819832290487,2019-2023,45.52217,-68.59631,89,Transitioning LS,Not LSOG,4,11,15
721819833290487,2019-2023,45.30739,-68.52858,88,Transitioning LS,Not LSOG,4,17,15
721819834290487,2019-2023,45.2445,-68.5942,38,Not LSOG,Not LSOG,0,9,15
721819835290487,2019-2023,45.2681,-67.77027,117,Not LSOG,Not LSOG,3,13,-1
721819836290487,2019-2023,45.31953,-67.76109,105,Transitioning LS,Transitioning LS,6,19,-1
721819837290487,2019-2023,45.56105,-67.54799,101,Not LSOG,Not LSOG,4,18,-1
721819838290487,2019-2023,45.49106,-67.5895,68,Not LSOG,Not LSOG,4,19,-1
721819839290487,2019-2023,45.58685,-67.66938,68,Not LSOG,Not LSOG,3,19,-1
721819840290487,2019-2023,45.51359,-67.74733,44,Not LSOG,Not LSOG,1,15,-1
721819841290487,2019-2023,45.35132,-67.69607,62,Not LSOG,Not LSOG,1,16,-1
721819842290487,2019-2023,47.06968,-69.42737,45,Not LSOG,Not LSOG,1,13,15
721819843290487,2019-2023,46.9861,-69.47961,30,Not LSOG,Not LSOG,1,15,15
721819844290487,2019-2023,47.07932,-69.6085,9,Not LSOG,Not LSOG,0,17,1
721819845290487,2019-2023,47.00741,-69.674,35,Not LSOG,Not LSOG,0,13,1
721819846290487,2019-2023,46.94489,-69.73681,57,Not LSOG,Not LSOG,0,15,1
721819847290487,2019-2023,46.8485,-69.64057,83,Not LSOG,Not LSOG,3,8,15
721819848290487,2019-2023,46.818600000000004,-69.67602,40,Not LSOG,Not LSOG,2,17,1
721819849290487,2019-2023,46.88748,-69.79652,56,Not LSOG,Not LSOG,1,15,15
721819850290487,2019-2023,46.80111,-69.85543,72,Not LSOG,Not LSOG,1,9,15
721819852290487,2019-2023,46.58386,-69.85438,90,Not LSOG,Not LSOG,1,10,15
721819853290487,2019-2023,46.47633,-69.96576,86,Not LSOG,Not LSOG,3,8,15
721819854290487,2019-2023,46.35542,-70.03437,55,Not LSOG,Not LSOG,3,14,15
721819855290487,2019-2023,46.84256,-69.00188,27,Not LSOG,Not LSOG,1,20,15
721819856290487,2019-2023,47.05324,-69.32373,12,Not LSOG,Not LSOG,1,14,15
721819857290487,2019-2023,44.15329,-69.74767,65,Not LSOG,Not LSOG,2,5,-1
721819858290487,2019-2023,44.04818,-69.58023,89,Not LSOG,Not LSOG,3,21,-1
721819859290487,2019-2023,43.97257,-69.63276,35,Not LSOG,Not LSOG,0,0,-1
721819860290487,2019-2023,45.37317,-67.75631,45,Not LSOG,Not LSOG,0,6,-1
721819861290487,2019-2023,45.13575,-67.8916,78,Not LSOG,Not LSOG,2,13,-1
721819862290487,2019-2023,45.06238,-67.9771,59,Not LSOG,Not LSOG,3,18,15
721819863290487,2019-2023,45.23999,-68.00135,89,Not LSOG,Not LSOG,4,19,15
721819864290487,2019-2023,45.16209,-68.0693,83,Not LSOG,Not LSOG,2,16,15
721819865290487,2019-2023,45.09412,-68.12723,63,Not LSOG,Not LSOG,3,14,15
721819866290487,2019-2023,44.94077,-68.06066,41,Not LSOG,Not LSOG,3,4,15
721819867290487,2019-2023,44.86279,-68.12886,66,Not LSOG,Not LSOG,1,0,15
721819868290487,2019-2023,44.94943,-68.28033,25,Not LSOG,Not LSOG,3,20,15
721819869290487,2019-2023,44.91997,-68.2397,100,Transitioning LS,Transitioning LS,6,21,15
721819871290487,2019-2023,44.44345,-68.13504,95,Transitioning LS,Transitioning LS,5,12,-1
721819872290487,2019-2023,44.28846,-68.41808,94,Not LSOG,Not LSOG,2,15,-1
721819877290487,2019-2023,47.19684,-69.30477,45,Not LSOG,Not LSOG,1,16,-1
721819878290487,2019-2023,47.12236,-69.3603,35,Not LSOG,Not LSOG,1,8,-1
721819879290487,2019-2023,46.89753,-69.24879,7,Not LSOG,Not LSOG,0,0,15
721819880290487,2019-2023,46.96615,-69.30667,40,Not LSOG,Not LSOG,0,0,15
721819881290487,2019-2023,46.82768,-69.34194,72,Not LSOG,Not LSOG,1,15,15
721819882290487,2019-2023,46.7996,-69.25069,47,Not LSOG,Not LSOG,2,18,15
721819883290487,2019-2023,46.82439,-69.43764,69,Not LSOG,Not LSOG,3,19,15
721819884290487,2019-2023,46.91219,-69.53314,94,Transitioning LS,Not LSOG,4,12,15
721819885290487,2019-2023,46.75827,-69.48578,74,Not LSOG,Not LSOG,3,14,15
721819886290487,2019-2023,46.66695,-69.37462,35,Not LSOG,Not LSOG,2,14,15
721819887290487,2019-2023,46.56755,-69.41343,28,Not LSOG,Not LSOG,2,14,15
721819888290487,2019-2023,46.60372,-69.61589,35,Not LSOG,Not LSOG,0,0,15
721819889290487,2019-2023,46.66818,-69.72825,90,Not LSOG,Not LSOG,2,15,15
721819890290487,2019-2023,47.14026,-68.74039,37,Not LSOG,Not LSOG,2,17,-1
721819891290487,2019-2023,47.05932,-68.82457,65,Not LSOG,Not LSOG,1,6,15
721819892290487,2019-2023,47.08024,-69.02275,40,Not LSOG,Not LSOG,2,13,15
721819893290487,2019-2023,46.92165,-68.94711,130,LS,LS,7,0,15
721819895290487,2019-2023,44.28948,-70.91551,70,Not LSOG,Not LSOG,3,20,-1
721819896290487,2019-2023,44.25212,-70.74229,80,LS,Transitioning LS,6,11,-1
721819897290487,2019-2023,44.43388,-70.8132,86,Not LSOG,Not LSOG,3,11,-1
721819898290487,2019-2023,44.06374,-70.90474,50,Not LSOG,Not LSOG,2,0,-1
721819900290487,2019-2023,43.98881,-70.97631,72,Not LSOG,Not LSOG,3,22,-1
721819901290487,2019-2023,44.52604,-70.92836,78,Not LSOG,Not LSOG,3,20,-1
721819902290487,2019-2023,44.92425,-70.42177,33,Not LSOG,Not LSOG,0,16,15
721819903290487,2019-2023,44.87347,-70.27647,45,Not LSOG,Not LSOG,2,17,15
721819904290487,2019-2023,44.83273,-70.3025,85,LS,LS,7,7,15
721819906290487,2019-2023,44.85334,-70.47712,36,Not LSOG,Not LSOG,2,12,15
721819908290487,2019-2023,44.78588,-70.52608,90,Transitioning LS,Transitioning LS,5,12,15
721819909290487,2019-2023,44.72045,-70.59116,74,Not LSOG,Not LSOG,3,15,15
721819911290487,2019-2023,44.55796,-70.52229,63,Not LSOG,Not LSOG,1,19,-1
721819912290487,2019-2023,44.62879,-70.65019,35,Not LSOG,Not LSOG,1,5,-1
721819913290487,2019-2023,44.58985,-70.67986,94,Not LSOG,Not LSOG,3,15,-1
721819914290487,2019-2023,44.51263,-70.52344,86,Transitioning LS,Transitioning LS,5,18,-1
721819915290487,2019-2023,44.34385,-70.69479,99,Transitioning LS,Not LSOG,4,16,-1
721819916290487,2019-2023,44.13285,-70.86344,70,Not LSOG,Not LSOG,0,0,-1
721819917290487,2019-2023,46.45684,-68.94827,108,Transitioning LS,Transitioning LS,5,5,1
721819918290487,2019-2023,46.54713,-69.06057,50,Not LSOG,Not LSOG,1,17,2
721819919290487,2019-2023,46.463304,-69.130526,65,Not LSOG,Not LSOG,3,19,15
721819920290487,2019-2023,46.31318,-69.06065,40,Not LSOG,Not LSOG,2,4,1
721819921290487,2019-2023,46.23376,-69.12078,49,Not LSOG,Not LSOG,1,0,15
721819922290487,2019-2023,46.32962,-69.26521,46,Not LSOG,Not LSOG,1,4,1
721819923290487,2019-2023,46.17401,-69.19629,40,Not LSOG,Not LSOG,2,13,15
721819925290487,2019-2023,46.20923,-69.3931,97,Not LSOG,Not LSOG,3,0,15
721819926290487,2019-2023,46.15654,-69.25493,1,Not LSOG,Not LSOG,2,16,15
721819927290487,2019-2023,46.12872,-69.09635,30,Not LSOG,Not LSOG,1,17,15
721819928290487,2019-2023,46.0349,-69.30639,44,Not LSOG,Not LSOG,3,7,15
721819929290487,2019-2023,46.12867,-69.42748,35,Not LSOG,Not LSOG,2,16,15
721819930290487,2019-2023,45.284,-70.68817,47,Not LSOG,Not LSOG,2,19,15
721819931290487,2019-2023,45.27178,-70.71538,98,Transitioning LS,Transitioning LS,6,19,15
721819932290487,2019-2023,45.19737,-70.7693,40,Not LSOG,Not LSOG,0,3,15
721819933290487,2019-2023,45.10882,-70.65291,56,Not LSOG,Not LSOG,0,12,15
721819934290487,2019-2023,45.0446,-70.73691,70,Not LSOG,Not LSOG,2,9,1
721819935290487,2019-2023,45.12736,-70.84171,70,Not LSOG,Not LSOG,1,18,1
721819936290487,2019-2023,45.15738,-71.02041,71,Not LSOG,Not LSOG,2,0,15
721819937290487,2019-2023,44.99668,-70.95385,58,Not LSOG,Not LSOG,0,14,2
721819939290487,2019-2023,44.83355,-70.88553,90,Transitioning LS,Not LSOG,4,13,1
721819940290487,2019-2023,44.86985,-71.00227,36,Not LSOG,Not LSOG,1,20,15
721819941290487,2019-2023,45.34226,-69.9113,38,Not LSOG,Not LSOG,0,7,15
721819942290487,2019-2023,45.42565,-70.00095,30,Not LSOG,Not LSOG,2,20,15
721819943290487,2019-2023,45.28884,-70.14845,65,Not LSOG,Not LSOG,0,4,15
721819944290487,2019-2023,45.3017,-69.93826,34,Not LSOG,Not LSOG,0,4,15
721819945290487,2019-2023,45.25932,-69.96082,53,Not LSOG,Not LSOG,1,21,15
721819946290487,2019-2023,45.35556,-70.06657,23,Not LSOG,Not LSOG,1,5,15
721819947290487,2019-2023,45.13035,-70.0261,46,Not LSOG,Not LSOG,3,17,15
721819949290487,2019-2023,45.05516,-70.13309,70,Not LSOG,Not LSOG,2,22,15
721819950290487,2019-2023,44.98186,-70.18271,60,Not LSOG,Not LSOG,0,6,15
721819951290487,2019-2023,45.07816,-70.30052,84,LS,Transitioning LS,6,12,15
721819952290487,2019-2023,44.90976,-70.24556,68,Not LSOG,Not LSOG,2,14,15
721819953290487,2019-2023,45.00295,-70.37043,45,Not LSOG,Not LSOG,3,8,15
721819954290487,2019-2023,45.7444,-70.14431,103,Not LSOG,Not LSOG,4,20,15
721819955290487,2019-2023,45.65312,-70.01838,5,Not LSOG,Not LSOG,0,8,15
721819956290487,2019-2023,45.59917,-70.10334,79,Not LSOG,Not LSOG,0,16,15
721819957290487,2019-2023,45.60325,-70.27662,100,LS,LS,7,18,15
721819958290487,2019-2023,45.37836,-70.25442,82,Transitioning LS,Not LSOG,4,16,15
721819960290487,2019-2023,46.0559,-69.48728,40,Not LSOG,Not LSOG,2,15,15
721819961290487,2019-2023,45.99164,-69.53972,35,Not LSOG,Not LSOG,1,12,15
721819962290487,2019-2023,45.88886,-69.42873,33,Not LSOG,Not LSOG,0,5,15
721819963290487,2019-2023,45.82713,-69.49318,30,Not LSOG,Not LSOG,3,21,15
721819964290487,2019-2023,45.93109,-69.55067,32,Not LSOG,Not LSOG,2,8,15
721819965290487,2019-2023,45.7638,-69.56354,60,Not LSOG,Not LSOG,1,18,15
721819967290487,2019-2023,45.72532,-69.60327,38,Not LSOG,Not LSOG,1,14,15
721819971290487,2019-2023,45.63216,-69.8385,69,Not LSOG,Not LSOG,0,11,15
721819972290487,2019-2023,45.47414,-69.78884,75,Not LSOG,Not LSOG,2,13,15
721819973290487,2019-2023,45.4055,-69.84236,35,Not LSOG,Not LSOG,2,13,15
721819974290487,2019-2023,45.54392,-69.95032,40,Not LSOG,Not LSOG,1,7,15
721819975290487,2019-2023,46.74492,-68.35004,18,Not LSOG,Not LSOG,0,16,1
721819978290487,2019-2023,47.13265,-68.32317,40,Not LSOG,Not LSOG,1,7,-1
721819980290487,2019-2023,47.21404,-68.51551,40,Not LSOG,Not LSOG,0,12,-1
721819981290487,2019-2023,46.19533,-70.15048,30,Not LSOG,Not LSOG,0,14,15
721819982290487,2019-2023,46.13869,-70.20454,91,LS,LS,7,20,15
721819983290487,2019-2023,45.23212,-70.95943,30,Not LSOG,Not LSOG,0,7,15
721819984290487,2019-2023,45.08934,-71.04744,26,Not LSOG,Not LSOG,1,0,15
721819985290487,2019-2023,44.25132,-70.58121,80,Not LSOG,Not LSOG,2,15,-1
721819987290487,2019-2023,44.01874,-70.56226,65,Not LSOG,Not LSOG,2,19,-1
721819988290487,2019-2023,44.17181,-70.60624,60,Not LSOG,Not LSOG,2,18,-1
721819991290487,2019-2023,43.80322,-70.72017,76,Not LSOG,Not LSOG,0,0,-1
721819992290487,2019-2023,43.89155,-70.85565,64,Not LSOG,Not LSOG,2,21,-1
721819993290487,2019-2023,43.84999,-70.90666,85,Transitioning LS,Transitioning LS,5,0,-1
721819994290487,2019-2023,43.66822,-70.84158,68,Not LSOG,Not LSOG,3,19,-1
721819995290487,2019-2023,43.58899,-70.89078,62,Not LSOG,Not LSOG,2,19,-1
721819996290487,2019-2023,45.04142,-69.51703,96,Not LSOG,Not LSOG,3,11,15
721819997290487,2019-2023,44.96834,-69.42089,98,Not LSOG,Not LSOG,4,22,15
721819998290487,2019-2023,44.89677,-69.47199,66,Not LSOG,Not LSOG,2,0,15
721819999290487,2019-2023,44.98419,-69.59391,50,Not LSOG,Not LSOG,2,3,15
721820001290487,2019-2023,44.99632,-69.74142,75,Transitioning LS,Transitioning LS,5,20,15
721820002290487,2019-2023,44.7164,-69.57249,60,Transitioning LS,Not LSOG,4,12,15
721820003290487,2019-2023,44.68684,-69.65809,55,Not LSOG,Not LSOG,1,0,15
721820004290487,2019-2023,44.76372,-69.79032,50,Transitioning LS,Transitioning LS,5,20,15
721820005290487,2019-2023,44.68923,-69.81646,65,Not LSOG,Not LSOG,0,9,15
721820006290487,2019-2023,44.79371,-69.95741,50,Not LSOG,Not LSOG,1,18,15
721820007290487,2019-2023,44.54321,-69.77288,51,Not LSOG,Not LSOG,2,14,-1
721820009290487,2019-2023,44.562,-69.94385,60,Not LSOG,Not LSOG,1,0,-1
721820010290487,2019-2023,44.48926,-69.99883,60,Not LSOG,Not LSOG,2,20,-1
721820011290487,2019-2023,46.55641,-68.03197,41,Not LSOG,Not LSOG,2,12,15
721820012290487,2019-2023,46.65339,-68.14847,6,Not LSOG,Not LSOG,0,8,15
721820013290487,2019-2023,46.59034,-68.21472,86,Transitioning LS,Transitioning LS,5,22,15
721820014290487,2019-2023,46.68129,-68.3567,35,Not LSOG,Not LSOG,2,9,15
721820015290487,2019-2023,46.46283,-68.22101,45,Not LSOG,Not LSOG,2,16,15
721820016290487,2019-2023,46.42162,-68.16168,59,Not LSOG,Not LSOG,2,18,15
721820017290487,2019-2023,46.28472,-68.26242,50,Not LSOG,Not LSOG,0,15,15
721820018290487,2019-2023,46.46026,-68.34563,75,Not LSOG,Not LSOG,0,0,1
721820019290487,2019-2023,46.38081,-68.39545,20,Not LSOG,Not LSOG,0,6,15
721820020290487,2019-2023,46.49453,-68.52583,50,Not LSOG,Not LSOG,0,6,15
721820021290487,2019-2023,46.31537,-68.46209,50,Not LSOG,Not LSOG,0,14,15
721820022290487,2019-2023,46.22326,-68.32382,106,Not LSOG,Not LSOG,3,16,15
721820023290487,2019-2023,46.14275,-68.40988,38,Not LSOG,Not LSOG,0,9,15
721820024290487,2019-2023,46.24512,-68.69831,128,Transitioning LS,Transitioning LS,5,6,15
721820025290487,2019-2023,44.99047,-67.98495,104,Not LSOG,Not LSOG,2,6,15
721820026290487,2019-2023,44.86404,-67.94125,45,Not LSOG,Not LSOG,2,15,15
721820027290487,2019-2023,44.75238,-67.85904,60,Not LSOG,Not LSOG,0,16,-1
721820029290487,2019-2023,44.76662,-68.0099,79,Not LSOG,Not LSOG,2,17,15
721820030290487,2019-2023,44.69557,-68.07396,40,Not LSOG,Not LSOG,0,4,15
721820031290487,2019-2023,44.8016,-68.17836,60,Not LSOG,Not LSOG,1,14,15
721820032290487,2019-2023,44.63503,-68.12,94,Transitioning LS,Not LSOG,4,6,-1
721820033290487,2019-2023,44.52152,-68.01633,57,Not LSOG,Not LSOG,1,8,-1
721820034290487,2019-2023,44.42145,-68.07679,66,Transitioning LS,Not LSOG,4,15,-1
721820035290487,2019-2023,44.73046,-68.17328,81,Not LSOG,Not LSOG,1,5,15
721820036290487,2019-2023,44.57838,-68.19695,84,Transitioning LS,Transitioning LS,5,17,-1
721820037290487,2019-2023,44.48317,-68.27537,70,Transitioning LS,Not LSOG,4,10,-1
721820038290487,2019-2023,44.7505,-68.2977,38,Not LSOG,Not LSOG,2,10,15
721820040290487,2019-2023,44.72341,-67.654,40,Not LSOG,Not LSOG,0,3,-1
721820041290487,2019-2023,44.80643,-67.76773,52,Not LSOG,Not LSOG,3,18,-1
721820042290487,2019-2023,44.78482,-67.66771,71,Transitioning LS,Transitioning LS,5,15,-1
721820043290487,2019-2023,44.58741,-67.77487,64,Not LSOG,Not LSOG,1,12,-1
721820045290487,2019-2023,44.44019,-67.89788,107,Transitioning LS,Not LSOG,4,10,-1
721820046290487,2019-2023,44.61688,-69.73605,80,Not LSOG,Not LSOG,4,20,-1
721820047290487,2019-2023,46.57319,-69.60713,98,Transitioning LS,Not LSOG,4,5,1
721820048290487,2019-2023,46.54254,-69.65152,45,Not LSOG,Not LSOG,2,11,1
721820049290487,2019-2023,46.48987,-69.68618,65,Not LSOG,Not LSOG,2,0,15
721820050290487,2019-2023,46.39473,-69.63844,62,Not LSOG,Not LSOG,1,20,15
721820051290487,2019-2023,46.31165,-69.67351,66,Not LSOG,Not LSOG,0,5,15
721820052290487,2019-2023,46.41958,-69.79871,32,Not LSOG,Not LSOG,2,18,15
721820053290487,2019-2023,46.40528,-69.91598,85,Not LSOG,Not LSOG,2,4,15
721820054290487,2019-2023,46.33241,-69.85618,42,Not LSOG,Not LSOG,2,10,15
721820056290487,2019-2023,46.11758,-69.8419,40,Not LSOG,Not LSOG,2,0,15
721820057290487,2019-2023,46.19787,-69.97169,35,Not LSOG,Not LSOG,0,16,15
721820058290487,2019-2023,46.2816,-70.09244,59,Not LSOG,Not LSOG,4,20,15
721820059290487,2019-2023,46.13064,-69.96908,40,Not LSOG,Not LSOG,0,9,15
721820060290487,2019-2023,46.0488,-70.08472,37,Not LSOG,Not LSOG,2,6,15
721820061290487,2019-2023,45.9693,-69.93832,45,Not LSOG,Not LSOG,0,11,15
721820062290487,2019-2023,45.893,-70.04931,46,Not LSOG,Not LSOG,2,18,15
721820063290487,2019-2023,45.16435,-70.4135,89,LS,Transitioning LS,6,16,15
721820065290487,2019-2023,45.4742,-69.62807,66,Not LSOG,Not LSOG,3,18,15
721820066290487,2019-2023,45.32199,-69.7343,32,Not LSOG,Not LSOG,2,20,15
721820067290487,2019-2023,45.15444,-69.64685,35,Not LSOG,Not LSOG,1,6,15
721820068290487,2019-2023,45.07807,-69.71869,34,Not LSOG,Not LSOG,2,8,15
721820069290487,2019-2023,45.15888,-69.80278,36,Not LSOG,Not LSOG,0,17,15
721820070290487,2019-2023,44.72269,-69.99629,85,Not LSOG,Not LSOG,3,21,15
721820071290487,2019-2023,46.14551,-68.52574,38,Not LSOG,Not LSOG,2,15,15
721820072290487,2019-2023,46.10403,-68.67594,50,Not LSOG,Not LSOG,0,15,15
721820073290487,2019-2023,46.04633,-68.69197,47,Not LSOG,Not LSOG,3,18,15
721820074290487,2019-2023,46.06029,-68.89324,97,Not LSOG,Not LSOG,3,15,15
721820075290487,2019-2023,45.89452,-68.82527,150,LS,LS,7,16,15
721820076290487,2019-2023,45.8164,-68.71274,25,Not LSOG,Not LSOG,0,9,15
721820077290487,2019-2023,45.73329,-68.77656,59,Not LSOG,Not LSOG,0,0,15
721820079290487,2019-2023,45.67965,-68.91206,178,LS,Transitioning LS,6,13,15
721820080290487,2019-2023,45.85006,-69.07096,124,LS,LS,7,18,15
721820083290487,2019-2023,45.58137,-68.87959,65,Not LSOG,Not LSOG,1,12,15
721820084290487,2019-2023,45.49964,-68.9449,50,Not LSOG,Not LSOG,1,6,15
721820085290487,2019-2023,44.4482,-69.66612,78,Not LSOG,Not LSOG,2,22,-1
721820086290487,2019-2023,44.37182,-69.70381,83,Not LSOG,Not LSOG,1,0,-1
721820087290487,2019-2023,44.28616,-69.59578,78,Not LSOG,Not LSOG,3,0,-1
721820089290487,2019-2023,44.30292,-69.77765,80,Not LSOG,Not LSOG,1,0,-1
721820090290487,2019-2023,44.39718,-69.88834,15,Not LSOG,Not LSOG,0,3,-1
721820091290487,2019-2023,44.16898,-69.88226,83,Not LSOG,Not LSOG,1,16,-1
721820093290487,2019-2023,44.00216,-69.8092,90,Transitioning LS,Transitioning LS,5,23,-1
721820094290487,2019-2023,44.09955,-69.93085,68,Not LSOG,Not LSOG,3,20,-1
721820095290487,2019-2023,44.18111,-70.05465,72,Not LSOG,Not LSOG,3,18,-1
721820096290487,2019-2023,43.85917,-69.93176,66,Not LSOG,Not LSOG,1,15,-1
721820098290487,2019-2023,46.05182,-68.26805,71,Not LSOG,Not LSOG,2,17,15
721820099290487,2019-2023,45.95849,-68.16075,97,LS,Transitioning LS,6,13,15
721820100290487,2019-2023,45.91116,-68.15683,56,Not LSOG,Not LSOG,2,15,15
721820101290487,2019-2023,45.97996,-68.33914,180,Transitioning LS,Transitioning LS,5,11,15
721820102290487,2019-2023,46.0748,-68.46012,37,Not LSOG,Not LSOG,2,16,15
721820103290487,2019-2023,45.9105,-68.3918,171,Transitioning LS,Not LSOG,4,7,15
721820104290487,2019-2023,45.8313,-68.4831,27,Not LSOG,Not LSOG,0,4,15
721820105290487,2019-2023,45.70683,-68.35666,104,Not LSOG,Not LSOG,4,18,15
721820106290487,2019-2023,45.77148,-68.53048,26,Not LSOG,Not LSOG,2,12,15
721820107290487,2019-2023,45.87169,-68.64487,104,Not LSOG,Not LSOG,3,16,15
721820108290487,2019-2023,45.7078,-68.59694,132,Transitioning LS,Transitioning LS,6,18,15
721820109290487,2019-2023,45.64914,-68.66497,122,Transitioning LS,Transitioning LS,5,18,15
721820110290487,2019-2023,45.1731,-70.58846,70,Not LSOG,Not LSOG,1,19,15
721820111290487,2019-2023,45.02527,-70.53925,50,Not LSOG,Not LSOG,2,9,15
721820112290487,2019-2023,44.95159,-70.59267,62,Transitioning LS,Not LSOG,4,12,15
721820113290487,2019-2023,44.977,-70.78745,28,Not LSOG,Not LSOG,1,0,15
721820114290487,2019-2023,44.80586,-70.71824,107,LS,Transitioning LS,6,5,15
721820115290487,2019-2023,44.73284,-70.76799,93,Transitioning LS,Transitioning LS,6,18,15
721820116290487,2019-2023,44.7774,-71.00919,85,Transitioning LS,Not LSOG,4,17,15
721820117290487,2019-2023,44.60415,-70.86425,111,OG,OG,9,20,-1
721820118290487,2019-2023,47.03265,-69.00672,45,Transitioning LS,Transitioning LS,5,18,15
721820119290487,2019-2023,46.63192,-69.19036,45,Not LSOG,Not LSOG,1,19,15
721820120290487,2019-2023,46.71258,-69.12168,64,Not LSOG,Not LSOG,0,7,15
721820121290487,2019-2023,46.74254,-69.14043,40,Not LSOG,Not LSOG,2,15,15
721820122290487,2019-2023,46.69062,-69.54091,45,Not LSOG,Not LSOG,2,16,15
721820123290487,2019-2023,46.40975,-69.40719,110,Not LSOG,Not LSOG,3,13,1
721820124290487,2019-2023,46.4313,-69.37088,50,Not LSOG,Not LSOG,2,15,1
721820125290487,2019-2023,46.42848,-69.55416,109,Not LSOG,Not LSOG,2,14,15
721820126290487,2019-2023,46.29022,-69.49687,70,Not LSOG,Not LSOG,2,18,1
721820127290487,2019-2023,46.95484,-68.45635,40,Not LSOG,Not LSOG,1,20,15
721820128290487,2019-2023,47.08368,-68.55901,118,Not LSOG,Not LSOG,3,15,15
721820129290487,2019-2023,47.03201,-68.63493,68,Transitioning LS,Transitioning LS,5,17,15
721820131290487,2019-2023,44.81667,-70.09893,79,Not LSOG,Not LSOG,4,20,15
721820132290487,2019-2023,44.76073,-70.24205,85,Not LSOG,Not LSOG,3,20,15
721820133290487,2019-2023,44.83748,-70.18946,36,Not LSOG,Not LSOG,0,13,15
721820134290487,2019-2023,44.43918,-70.22884,52,Not LSOG,Not LSOG,1,0,-1
721820135290487,2019-2023,44.59924,-70.32315,27,Not LSOG,Not LSOG,0,0,-1
721820136290487,2019-2023,44.47526,-70.39692,55,Not LSOG,Not LSOG,2,17,-1
721820137290487,2019-2023,44.28792,-70.32978,49,Not LSOG,Not LSOG,2,23,-1
721820138290487,2019-2023,44.30214,-70.57834,64,Not LSOG,Not LSOG,4,20,-1
721820139290487,2019-2023,46.56458,-68.64875,85,Not LSOG,Not LSOG,3,13,1
721820140290487,2019-2023,46.41988,-68.60587,48,Not LSOG,Not LSOG,2,20,1
721820141290487,2019-2023,46.3345,-68.64727,31,Not LSOG,Not LSOG,0,15,15
721820142290487,2019-2023,46.44455,-68.77137,143,LS,Transitioning LS,6,15,15
721820143290487,2019-2023,46.35712,-68.82992,35,Not LSOG,Not LSOG,1,15,15
721820144290487,2019-2023,46.18629,-68.75863,119,LS,Transitioning LS,6,13,15
721820145290487,2019-2023,46.11287,-68.80918,61,Not LSOG,Not LSOG,3,19,15
721820146290487,2019-2023,46.21332,-68.95546,28,Not LSOG,Not LSOG,0,16,15
721820147290487,2019-2023,46.14208,-69.00089,80,Not LSOG,Not LSOG,3,15,15
721820148290487,2019-2023,45.98764,-68.95677,87,Not LSOG,Not LSOG,3,4,15
721820149290487,2019-2023,46.08687,-69.06929,90,Transitioning LS,Transitioning LS,5,15,15
721820150290487,2019-2023,46.01701,-69.11099,39,Not LSOG,Not LSOG,3,8,15
721820151290487,2019-2023,46.99475,-67.83476,111,Transitioning LS,Not LSOG,4,10,-1
721820152290487,2019-2023,47.08622,-67.95879,35,Not LSOG,Not LSOG,0,14,15
721820153290487,2019-2023,46.93025,-67.9124,98,Transitioning LS,Transitioning LS,5,3,15
721820156290487,2019-2023,46.79094,-68.02678,55,Not LSOG,Not LSOG,0,0,15
721820157290487,2019-2023,46.88312,-68.15827,35,Not LSOG,Not LSOG,1,18,15
721820158290487,2019-2023,46.84026,-68.02149,35,Not LSOG,Not LSOG,1,15,15
721820159290487,2019-2023,46.63382,-67.9754,42,Not LSOG,Not LSOG,1,0,15
721820160290487,2019-2023,45.16348,-68.29537,132,LS,Transitioning LS,6,7,15
721820161290487,2019-2023,45.4531,-68.17993,70,Not LSOG,Not LSOG,1,12,15
721820162290487,2019-2023,45.41941,-68.24145,53,Not LSOG,Not LSOG,3,16,15
721820163290487,2019-2023,45.55999,-68.14176,89,Not LSOG,Not LSOG,1,12,15
721820164290487,2019-2023,45.25289,-68.17946,96,Not LSOG,Not LSOG,1,7,15
721820165290487,2019-2023,45.1877,-68.24895,20,Not LSOG,Not LSOG,0,13,15
721820166290487,2019-2023,45.28124,-68.35489,93,Not LSOG,Not LSOG,2,14,15
721820167290487,2019-2023,45.28236,-68.2662,23,Not LSOG,Not LSOG,2,14,15
721820168290487,2019-2023,45.21484,-68.39518,118,Transitioning LS,Not LSOG,4,14,15
721820169290487,2019-2023,45.09319,-68.47975,34,Not LSOG,Not LSOG,2,12,15
721820170290487,2019-2023,45.05901,-68.36323,115,Not LSOG,Not LSOG,1,15,15
